time,disease,source_student,target_student,location
12,A,8606,6700,Canteen
12,A,5623,111,English Tripos Library
12,A,8887,7385,Fitzbillies
12,A,5942,5565,Lucy Cavendish Library
12,A,1213,3918,Music Tripos Library
12,A,967,6797,Other
12,A,967,9296,Other
12,B,4629,4661,Jesus Library
12,B,10438,10495,Trinity Canteen
12,C,6248,969,Michaelhouse Cafe
12,C,10438,10607,Trinity Canteen
12,D,1213,3915,Music Tripos Library
12,E,7089,6724,Canteen
13,A,5908,7156,Canteen
13,A,5623,7151,English Tripos Library
13,A,5279,6783,"Hum, Soc & Pol Sciences Tripos Library"
13,A,5942,5514,Lucy Cavendish Library
13,A,5942,5705,Lucy Cavendish Library
13,A,5942,5740,Lucy Cavendish Library
13,A,5942,5904,Lucy Cavendish Library
13,A,5942,5936,Lucy Cavendish Library
13,A,3678,2117,Other
13,A,6700,2447,Other
13,A,3678,2685,Other
13,A,7089,6382,Other
13,A,111,7730,Other
13,A,10438,10791,Trinity Library
13,A,10438,11057,Trinity Library
13,B,3538,3663,Gonville and Caius Canteen
13,C,5623,8321,English Tripos Library
13,C,6248,6077,Magdalene Canteen
13,D,8893,5074,Other
14,A,111,6062,English Tripos Library
14,A,6783,10690,"Hum, Soc & Pol Sciences Tripos Library"
14,A,5936,5544,Lucy Cavendish Library
14,A,5565,5871,Lucy Cavendish Library
14,A,8893,2899,Music Tripos Library
14,A,6382,781,Other
14,A,6700,4422,Other
14,A,10791,4722,Other
14,A,6382,5618,Other
14,A,5705,6959,Other
14,A,5942,8908,Other
14,A,1213,9396,Other
14,A,5908,10288,Other
14,A,11057,10577,Trinity Library
14,A,11057,10627,Trinity Library
14,A,7934,3418,University Library
14,B,3678,7318,Other
14,B,3663,7973,Other
14,B,5908,8421,Other
14,B,5942,11146,Other
14,C,8606,1650,Archaeology Tripos Library
14,D,8893,10264,Music Tripos Library
14,D,1213,6628,Other
14,D,5908,7996,Other
14,E,8606,9834,Archaeology Tripos Library
14,E,5279,11198,"Hum, Soc & Pol Sciences Tripos Library"
14,F,5623,5922,Other
15,A,8606,5500,Archaeology Tripos Library
15,A,9396,5121,Computer Science Tripos Library
15,A,3678,3897,Gonville and Caius Library
15,A,10690,2271,"Hum, Soc & Pol Sciences Tripos Library"
15,A,4422,5774,Medicine Library
15,A,1213,8104,Music Tripos Library
15,A,5279,96,Other
15,A,2447,1810,Other
15,A,5514,2388,Other
15,A,2117,2758,Other
15,A,6382,2799,Other
15,A,7730,2813,Other
15,A,6700,3542,Other
15,A,6700,3802,Other
15,A,7730,4359,Other
15,A,6700,5298,Other
15,A,7156,5439,Other
15,A,5908,7269,Other
15,A,2685,8492,Other
15,A,2117,9925,Other
15,A,5544,3943,Sainsbury's (Sidney Street)
15,A,8908,9004,Selwyn Library
15,A,10288,10171,St John's Library
15,A,10627,9612,The Copper Kettle
15,A,7934,2862,University Library
15,B,967,1002,Clare Library
15,B,11146,7527,English Tripos Library
15,B,4629,4803,Jesus Library
15,B,5279,8378,Other
15,B,8885,9465,Other
15,B,7089,7192,Pembroke Library
15,B,7934,497,University Library
15,B,7934,9638,University Library
15,C,7089,7215,Pembroke Library
15,D,967,1235,Clare Library
15,D,5623,11153,English Tripos Library
15,D,6248,514,The Copper Kettle
15,E,5623,2678,English Tripos Library
15,E,8949,500,Other
15,E,7089,7015,Pembroke Library
15,F,3538,11104,Economics Tripos Library
16,A,5500,10400,Archaeology Tripos Library
16,A,9396,3534,Computer Science Tripos Library
16,A,9396,9887,Computer Science Tripos Library
16,A,96,1740,Engineering Tripos Library
16,A,96,8674,Engineering Tripos Library
16,A,967,10583,Engineering Tripos Library
16,A,4722,97,English Tripos Library
16,A,4722,4734,English Tripos Library
16,A,4722,8318,English Tripos Library
16,A,4722,8709,English Tripos Library
16,A,3897,3640,Gonville and Caius Library
16,A,4359,4553,Hot Numbers Coffee
16,A,5871,5735,Lucy Cavendish Library
16,A,5665,5752,Lucy Cavendish Library
16,A,6248,5963,Magdalene Library
16,A,6248,6238,Magdalene Library
16,A,5774,4877,Medicine Library
16,A,4422,9628,Medicine Library
16,A,2899,1557,Music Tripos Library
16,A,1213,8110,Music Tripos Library
16,A,2899,9685,Music Tripos Library
16,A,2899,10264,Music Tripos Library
16,A,2447,6931,Natural Sciences Tripos Library
16,A,10791,920,Other
16,A,7934,1931,Other
16,A,5121,3131,Other
16,A,5298,3841,Other
16,A,4629,5573,Other
16,A,2685,5680,Other
16,A,10791,6258,Other
16,A,5544,6264,Other
16,A,10791,6658,Other
16,A,5908,8465,Other
16,A,2862,8873,Other
16,A,3802,9741,Other
16,A,8887,10173,Other
16,A,9925,10315,Other
16,A,8908,8846,Selwyn Library
16,A,10171,10014,St John's Library
16,A,11057,10726,Trinity Library
16,A,1810,857,University Library
16,A,1810,2187,University Library
16,B,1002,987,Clare Library
16,B,11146,4208,English Tripos Library
16,B,5279,2277,"Hum, Soc & Pol Sciences Tripos Library"
16,B,7318,2356,Medicine Library
16,B,1213,2900,Music Tripos Library
16,B,3538,3557,Other
16,B,5942,8998,Other
16,B,4629,10528,Other
16,B,8606,6866,Sainsbury's (Sidney Street)
16,B,8885,8682,Selwyn Library
16,D,967,7123,Engineering Tripos Library
16,D,8893,1391,Other
16,E,500,7906,Other
17,A,8110,518,Canteen
17,A,9925,580,Canteen
17,A,2271,3539,Canteen
17,A,5565,4456,Canteen
17,A,10791,5303,Canteen
17,A,10400,5591,Canteen
17,A,8893,5693,Canteen
17,A,10627,8232,Canteen
17,A,9925,8706,Canteen
17,A,9887,9669,Canteen
17,A,97,398,Christ's Library
17,A,5121,6306,Computer Science Tripos Library
17,A,1931,1763,Downing Canteen
17,A,967,569,Engineering Tripos Library
17,A,8318,5622,English Tripos Library
17,A,111,6359,English Tripos Library
17,A,8318,7158,English Tripos Library
17,A,2758,2570,Fitzwilliam Library
17,A,3534,3759,Gonville and Caius Library
17,A,10690,4301,"Hum, Soc & Pol Sciences Tripos Library"
17,A,3678,6425,"Hum, Soc & Pol Sciences Tripos Library"
17,A,3678,6786,"Hum, Soc & Pol Sciences Tripos Library"
17,A,5514,5757,Lucy Cavendish Canteen
17,A,5514,5770,Lucy Cavendish Canteen
17,A,5942,5631,Lucy Cavendish Library
17,A,5665,5889,Lucy Cavendish Library
17,A,10264,10924,Music Tripos Library
17,A,3897,32,Other
17,A,7089,302,Other
17,A,6248,675,Other
17,A,10288,2021,Other
17,A,5936,2214,Other
17,A,5908,2344,Other
17,A,3841,2574,Other
17,A,5544,2887,Other
17,A,3131,3033,Other
17,A,3542,3082,Other
17,A,5500,3203,Other
17,A,5544,3896,Other
17,A,8606,4376,Other
17,A,10173,5462,Other
17,A,8606,6325,Other
17,A,8606,6628,Other
17,A,8949,6848,Other
17,A,3943,7889,Other
17,A,5618,8364,Other
17,A,10173,9316,Other
17,A,6248,9419,Other
17,A,9296,9550,Other
17,A,6382,9926,Other
17,A,4722,9982,Other
17,A,3897,10944,Other
17,A,7385,7284,Pembroke Library
17,A,7741,7911,Queens' Library
17,A,7730,8176,Queens' Library
17,A,1810,10414,Sainsbury's (Sidney Street)
17,A,10171,10050,St John's Library
17,A,2862,7663,University Library
17,A,857,9771,University Library
17,B,7973,2607,Canteen
17,B,7973,8706,Canteen
17,B,967,2629,Engineering Tripos Library
17,B,3678,2274,"Hum, Soc & Pol Sciences Tripos Library"
17,B,5665,5496,Lucy Cavendish Library
17,B,7192,21,Other
17,B,2277,2800,Other
17,B,1002,5225,Other
17,B,5279,6438,Other
17,B,8949,11366,Other
17,C,5623,6351,English Tripos Library
17,D,10438,3406,Other
17,D,8949,5679,Other
18,A,5623,676,Aldi Histon Road
18,A,10577,896,Canteen
18,A,4877,1417,Canteen
18,A,675,2061,Canteen
18,A,32,2091,Canteen
18,A,6783,3948,Canteen
18,A,7741,4356,Canteen
18,A,10577,4798,Canteen
18,A,7269,5225,Canteen
18,A,10173,5846,Canteen
18,A,5908,6343,Canteen
18,A,32,6521,Canteen
18,A,6628,7768,Canteen
18,A,6658,8116,Canteen
18,A,675,8124,Canteen
18,A,8606,9141,Canteen
18,A,6658,9846,Canteen
18,A,7741,10403,Canteen
18,A,2344,2341,Emmanuel Library
18,A,2887,2587,Fitzwilliam Canteen
18,A,2887,2602,Fitzwilliam Canteen
18,A,2887,2721,Fitzwilliam Canteen
18,A,3082,3095,Girton Canteen
18,A,3082,3396,Girton Canteen
18,A,3542,3642,Gonville and Caius Library
18,A,3678,3965,Gonville and Caius Library
18,A,4734,4646,Jesus Library
18,A,5904,5755,Lucy Cavendish Library
18,A,5936,5872,Lucy Cavendish Library
18,A,5757,5890,Lucy Cavendish Library
18,A,3943,8579,M&S Foodhall (Market Square)
18,A,3943,9415,M&S Foodhall (Market Square)
18,A,3203,367,Other
18,A,2570,615,Other
18,A,967,1315,Other
18,A,5680,2522,Other
18,A,8176,2535,Other
18,A,4422,2621,Other
18,A,7934,2627,Other
18,A,5303,2712,Other
18,A,9316,2961,Other
18,A,8873,2982,Other
18,A,518,4498,Other
18,A,10627,4791,Other
18,A,5770,4799,Other
18,A,10014,5114,Other
18,A,3918,5330,Other
18,A,2574,5337,Other
18,A,3539,5522,Other
18,A,97,6482,Other
18,A,9925,7144,Other
18,A,2187,7674,Other
18,A,8674,7781,Other
18,A,10050,7807,Other
18,A,518,7809,Other
18,A,518,7941,Other
18,A,8110,7961,Other
18,A,6959,8095,Other
18,A,5298,8697,Other
18,A,2187,9128,Other
18,A,967,9516,Other
18,A,8846,9774,Other
18,A,3534,10178,Other
18,A,1213,10454,Other
18,A,97,11359,Other
18,A,8104,8173,Queens' Canteen
18,A,8492,8488,Robinson Library
18,A,8492,8581,Robinson Library
18,A,2899,2052,Sainsbury's (Sidney Street)
18,A,10726,5177,Sainsbury's (Sidney Street)
18,A,10726,7039,Sainsbury's (Sidney Street)
18,A,2899,7097,Sainsbury's (Sidney Street)
18,A,8908,8681,Selwyn Library
18,A,8887,8845,Selwyn Library
18,A,9550,9750,St Catharine's Library
18,A,9550,9773,St Catharine's Library
18,A,9550,9781,St Catharine's Library
18,A,9550,9818,St Catharine's Library
18,A,9926,10118,St John's Canteen
18,A,10438,6483,The Baron of Beef
18,A,580,2660,The Mitre
18,A,10583,10530,Trinity Canteen
18,A,11057,10618,Trinity Library
18,A,10414,10733,Trinity Library
18,B,5496,5080,Canteen
18,B,10528,6725,Canteen
18,B,8885,11340,Canteen
18,B,497,489,Churchill Canteen
18,B,5279,5094,King's Canteen
18,B,2607,716,Other
18,B,8378,2031,Other
18,B,2356,2850,Other
18,B,6438,5770,Other
18,B,8998,8630,Selwyn Library
18,C,5942,5779,Lucy Cavendish Library
18,D,11153,5664,Canteen
18,D,1391,1363,Corpus Christi Library
18,E,7089,7271,Pembroke Canteen
18,E,7015,7236,Pembroke Library
18,F,8949,8696,Selwyn Canteen
19,A,7284,455,Canteen
19,A,9628,917,Canteen
19,A,10050,2008,Canteen
19,A,6483,2656,Canteen
19,A,2621,4528,Canteen
19,A,11057,4590,Canteen
19,A,7911,5261,Canteen
19,A,7284,5443,Canteen
19,A,4301,5923,Canteen
19,A,4301,6817,Canteen
19,A,5665,6849,Canteen
19,A,4301,7070,Canteen
19,A,2052,7371,Canteen
19,A,10050,7463,Canteen
19,A,11057,7560,Canteen
19,A,3678,7900,Canteen
19,A,9516,8260,Canteen
19,A,4722,8438,Canteen
19,A,9750,9158,Canteen
19,A,9628,10041,Canteen
19,A,5665,10252,Canteen
19,A,6797,10947,Canteen
19,A,4722,11356,Canteen
19,A,111,26,Christ's Canteen
19,A,967,1313,Clare Canteen
19,A,2021,2030,Downing Library
19,A,1931,2050,Downing Library
19,A,2344,2290,Emmanuel Canteen
19,A,4791,2196,Emmanuel College bar
19,A,2522,2106,Emmanuel Library
19,A,2214,2157,Emmanuel Library
19,A,2117,2213,Emmanuel Library
19,A,2214,2241,Emmanuel Library
19,A,2570,2693,Fitzwilliam Library
19,A,2813,2979,Fitzwilliam Library
19,A,3918,3691,Gonville and Caius Library
19,A,3538,3729,Gonville and Caius Library
19,A,3759,3765,Gonville and Caius Library
19,A,3759,3833,Gonville and Caius Library
19,A,4498,4424,Homerton Library
19,A,4498,4440,Homerton Library
19,A,4553,4522,Homerton Library
19,A,4646,4840,Jesus Library
19,A,5121,5157,King's Library
19,A,5121,5272,King's Library
19,A,5298,5335,King's Library
19,A,5872,5534,Lucy Cavendish Library
19,A,5757,5706,Lucy Cavendish Library
19,A,5755,5733,Lucy Cavendish Library
19,A,5631,5764,Lucy Cavendish Library
19,A,5631,5797,Lucy Cavendish Library
19,A,5770,5809,Lucy Cavendish Library
19,A,5936,5906,Lucy Cavendish Library
19,A,6359,6427,Murray Edwards Library
19,A,6343,6430,Murray Edwards Library
19,A,6425,6577,Murray Edwards Library
19,A,6700,6995,Newnham Library
19,A,896,17,Other
19,A,6482,21,Other
19,A,1315,872,Other
19,A,2602,1036,Other
19,A,2271,1320,Other
19,A,8606,1646,Other
19,A,3082,1914,Other
19,A,5573,1928,Other
19,A,6062,1939,Other
19,A,8318,2387,Other
19,A,5623,2855,Other
19,A,781,2906,Other
19,A,2061,3452,Other
19,A,5462,3529,Other
19,A,2061,3575,Other
19,A,2061,3581,Other
19,A,10315,3922,Other
19,A,5623,3993,Other
19,A,3948,4084,Other
19,A,5889,4369,Other
19,A,2799,4776,Other
19,A,5618,5154,Other
19,A,8232,5339,Other
19,A,10118,5550,Other
19,A,2271,5571,Other
19,A,5889,5602,Other
19,A,781,5956,Other
19,A,7151,6378,Other
19,A,2799,8771,Other
19,A,5462,9271,Other
19,A,5618,9312,Other
19,A,8124,9427,Other
19,A,2627,9556,Other
19,A,4376,9955,Other
19,A,5462,10439,Other
19,A,8697,10869,Other
19,A,3897,10962,Other
19,A,6062,11168,Other
19,A,7156,7028,Pembroke Library
19,A,7089,7426,Pembroke Library
19,A,7158,7432,Pembroke Library
19,A,7730,7921,Queens' Canteen
19,A,7809,8127,Queens' Canteen
19,A,8173,7882,Queens' Library
19,A,8681,8759,Selwyn Canteen
19,A,8908,8918,Selwyn Canteen
19,A,8681,8975,Selwyn Canteen
19,A,9141,9062,Sidney Sussex Library
19,A,9415,9625,St Catharine's Canteen
19,A,9415,9758,St Catharine's Canteen
19,A,9771,9457,St Catharine's College bar
19,A,9771,9660,St Catharine's College bar
19,A,9612,9506,St Catharine's Library
19,A,9781,9800,St Catharine's Library
19,A,9612,9806,St Catharine's Library
19,A,10173,10302,St John's Library
19,A,3033,10960,The Baron of Beef
19,A,3396,456,The Castle Inn
19,A,8492,8495,The Castle Inn
19,A,4877,8817,The Champion of the Thames
19,A,7889,8147,The Eagle
19,A,5622,6302,The Pickerel Inn
19,A,10583,10546,Trinity Library
19,A,10618,10642,Trinity Library
19,B,7318,1332,Canteen
19,B,11146,4769,Canteen
19,B,11146,8043,Canteen
19,B,6725,3105,Other
19,B,2277,4007,Other
19,B,6866,6347,Other
19,B,6866,9320,Other
19,B,7089,7087,Pembroke Library
19,B,8421,8411,Robinson Library
19,B,8630,8671,Selwyn Library
19,B,8885,8829,Selwyn Library
19,C,4629,4833,Jesus Library
19,D,3915,3395,Other
19,E,7271,998,Other
20,A,302,74,Christ's Library
20,A,32,140,Christ's Library
20,A,302,207,Christ's Library
20,A,21,350,Christ's Library
20,A,21,414,Christ's Library
20,A,569,424,Churchill Library
20,A,872,445,Churchill Library
20,A,569,709,Churchill Library
20,A,676,760,Churchill Library
20,A,569,836,Churchill Library
20,A,3678,3872,Clare Hall bar
20,A,896,1143,Clare Library
20,A,920,1194,Clare Library
20,A,1763,1940,Downing College bar
20,A,1939,1687,Downing Library
20,A,1939,2016,Downing Library
20,A,2196,2254,Emmanuel College bar
20,A,2106,2428,Emmanuel College bar
20,A,4791,2448,Emmanuel College bar
20,A,2106,2527,Emmanuel College bar
20,A,2290,2176,Emmanuel Library
20,A,2187,2291,Emmanuel Library
20,A,2982,2588,Fitzwilliam Library
20,A,3529,3608,Gonville and Caius Library
20,A,3948,3646,Gonville and Caius Library
20,A,3729,3767,Gonville and Caius Library
20,A,3841,3838,Gonville and Caius Library
20,A,4522,4488,Homerton Library
20,A,4522,4577,Homerton Library
20,A,4646,4674,Jesus Library
20,A,4799,5052,Jesus Library
20,A,5303,5218,King's College bar
20,A,5272,5327,King's College bar
20,A,5303,5407,King's College bar
20,A,5157,5080,King's Library
20,A,5462,5260,King's Library
20,A,5298,5278,King's Library
20,A,5906,5518,Lucy Cavendish Library
20,A,5500,5570,Lucy Cavendish Library
20,A,5680,5739,Lucy Cavendish Library
20,A,5680,5793,Lucy Cavendish Library
20,A,5544,5837,Lucy Cavendish Library
20,A,5871,5883,Lucy Cavendish Library
20,A,8124,10662,M&S Foodhall (Market Square)
20,A,5956,6131,Magdalene Library
20,A,6521,6401,Murray Edwards Library
20,A,6430,6533,Murray Edwards Library
20,A,6995,6858,Newnham Library
20,A,6658,6896,Newnham Library
20,A,8674,221,Other
20,A,10791,241,Other
20,A,9128,353,Other
20,A,2899,807,Other
20,A,2061,825,Other
20,A,2344,1051,Other
20,A,111,1093,Other
20,A,5774,1395,Other
20,A,518,1539,Other
20,A,11356,1750,Other
20,A,10791,2429,Other
20,A,9516,2451,Other
20,A,4376,2709,Other
20,A,5889,2842,Other
20,A,5337,2973,Other
20,A,4776,2986,Other
20,A,2388,3625,Other
20,A,11356,3706,Other
20,A,9141,3987,Other
20,A,518,4202,Other
20,A,7269,4308,Other
20,A,9774,4880,Other
20,A,5330,5100,Other
20,A,675,5110,Other
20,A,9628,5265,Other
20,A,3095,5435,Other
20,A,8232,6088,Other
20,A,9773,6098,Other
20,A,8232,6376,Other
20,A,5889,6409,Other
20,A,7158,6676,Other
20,A,10642,6999,Other
20,A,7921,7003,Other
20,A,8873,7118,Other
20,A,4722,7251,Other
20,A,6700,7274,Other
20,A,2574,7908,Other
20,A,5261,8163,Other
20,A,6783,8387,Other
20,A,4798,8539,Other
20,A,8771,8657,Other
20,A,10642,8899,Other
20,A,1931,9125,Other
20,A,5339,9278,Other
20,A,8771,9283,Other
20,A,2388,9286,Other
20,A,5752,9357,Other
20,A,3640,9383,Other
20,A,10178,9600,Other
20,A,8885,9944,Other
20,A,5752,9968,Other
20,A,1914,10111,Other
20,A,10178,10487,Other
20,A,8318,10509,Other
20,A,7663,10951,Other
20,A,6482,11035,Other
20,A,7284,7017,Pembroke College bar
20,A,7039,7262,Pembroke College bar
20,A,7039,7364,Pembroke College bar
20,A,7426,7208,Pembroke Library
20,A,7028,7393,Pembroke Library
20,A,7156,7395,Pembroke Library
20,A,7807,8006,Queens' College bar
20,A,7911,7729,Queens' Library
20,A,8173,7745,Queens' Library
20,A,7809,8017,Queens' Library
20,A,7882,8132,Queens' Library
20,A,3993,1120,Sainsbury's (Sidney Street)
20,A,5846,8792,Sainsbury's (Sidney Street)
20,A,9506,11253,Sainsbury's (Sidney Street)
20,A,8908,8786,Selwyn College bar
20,A,8975,8694,Selwyn Library
20,A,8709,8732,Selwyn Library
20,A,9316,9251,Sidney Sussex Library
20,A,9427,9654,St Catharine's College bar
20,A,9427,9701,St Catharine's College bar
20,A,9415,9382,St Catharine's Library
20,A,9396,9470,St Catharine's Library
20,A,9396,9526,St Catharine's Library
20,A,9612,9632,St Catharine's Library
20,A,10315,9940,St John's Library
20,A,10315,9985,St John's Library
20,A,10171,10042,St John's Library
20,A,10315,10265,St John's Library
20,A,9846,10361,St John's Library
20,A,8759,5361,The Anchor
20,A,3033,856,The Baron of Beef
20,A,5665,2772,The Baron of Beef
20,A,3418,5557,The Baron of Beef
20,A,5514,5900,The Baron of Beef
20,A,3033,5913,The Baron of Beef
20,A,6343,452,The Castle Inn
20,A,8492,478,The Castle Inn
20,A,5177,11087,The Champion of the Thames
20,A,7889,8151,The Eagle
20,A,10454,11054,The Maypole
20,A,5735,3416,The Mitre
20,A,5735,5545,The Mitre
20,A,5735,9942,The Mitre
20,A,580,10110,The Mitre
20,A,2660,10739,The Mitre
20,A,5565,3128,The Punter
20,A,5550,8225,The Punter
20,A,4359,4571,The Tivoli
20,A,10947,10513,Trinity College bar
20,A,10690,10686,Trinity College bar
20,A,10733,11013,Trinity College bar
20,A,10733,11056,Trinity College bar
20,A,10403,10451,Trinity Library
20,A,10618,10665,Trinity Library
20,A,10403,10808,Trinity Library
20,A,10530,10817,Trinity Library
20,A,10530,10838,Trinity Library
20,A,10627,10966,Trinity Library
20,B,3678,3525,Clare Hall bar
20,B,2031,1728,Downing Library
20,B,4629,4865,Jesus Library
20,B,5942,5538,Lucy Cavendish Library
20,B,5942,5654,Lucy Cavendish Library
20,B,489,31,Other
20,B,6725,1278,Other
20,B,5908,1513,Other
20,B,8411,2304,Other
20,B,9638,4299,Other
20,B,8949,4492,Other
20,B,3105,8707,Other
20,B,5094,9286,Other
20,B,6866,10521,Other
20,B,987,10565,Other
20,B,8411,10666,Other
20,B,7741,11010,Other
20,B,8682,11306,Other
20,B,8630,8927,Selwyn Library
20,B,2356,1737,The Grain & Hop Store
20,B,2356,7333,The Grain & Hop Store
20,B,11366,11389,Trinity Hall Library
20,C,3678,3659,Clare Hall bar
20,C,1213,1204,Clare Library
20,C,5942,5686,Lucy Cavendish Library
20,C,5942,5705,Lucy Cavendish Library
20,C,5908,7123,Other
20,C,5665,3137,The Baron of Beef
20,D,3915,3838,Gonville and Caius Library
20,D,1235,5876,Other
20,E,3678,3763,Clare Hall bar
20,E,8887,8420,Other
20,E,8885,9243,Other
20,E,5665,3124,The Baron of Beef
20,F,4629,4716,Jesus Library
21,A,26,102,Christ's Library
21,A,74,255,Christ's Library
21,A,207,296,Christ's Library
21,A,74,375,Christ's Library
21,A,709,540,Churchill Library
21,A,3539,3502,Clare Hall bar
21,A,1194,1002,Clare Library
21,A,1320,1023,Clare Library
21,A,1763,1674,Downing College bar
21,A,1763,1716,Downing College bar
21,A,2016,1806,Downing Library
21,A,1939,1926,Downing Library
21,A,2196,4939,Emmanuel College bar
21,A,2813,2878,Fitzwilliam Library
21,A,2602,2972,Fitzwilliam Library
21,A,2685,3000,Fitzwilliam Library
21,A,3943,3827,Gonville and Caius Library
21,A,3581,3990,Gonville and Caius Library
21,A,4301,4071,Homerton College bar
21,A,4308,4133,Homerton College bar
21,A,4084,4446,Homerton College bar
21,A,4422,4016,Homerton Library
21,A,4528,4230,Homerton Library
21,A,4376,4412,Homerton Library
21,A,5439,5156,King's College bar
21,A,5303,5251,King's College bar
21,A,5272,5281,King's College bar
21,A,5272,5329,King's College bar
21,A,5218,5380,King's College bar
21,A,5303,5484,King's College bar
21,A,5157,5471,King's Library
21,A,5665,5562,Lucy Cavendish College bar
21,A,5618,5610,Lucy Cavendish College bar
21,A,5904,5721,Lucy Cavendish College bar
21,A,5904,5808,Lucy Cavendish College bar
21,A,5755,5501,Lucy Cavendish Library
21,A,5872,5747,Lucy Cavendish Library
21,A,5705,5817,Lucy Cavendish Library
21,A,5797,5947,Lucy Cavendish Library
21,A,5963,6033,Magdalene Library
21,A,6325,6507,Murray Edwards College bar
21,A,6999,6905,Newnham College bar
21,A,6999,6943,Newnham College bar
21,A,6999,6952,Newnham College bar
21,A,6628,6667,Newnham Library
21,A,6676,6825,Newnham Library
21,A,7151,81,Other
21,A,6427,196,Other
21,A,10288,265,Other
21,A,6783,289,Other
21,A,8697,307,Other
21,A,6817,346,Other
21,A,4522,520,Other
21,A,5298,620,Other
21,A,3765,665,Other
21,A,5706,739,Other
21,A,10111,819,Other
21,A,10546,1206,Other
21,A,7393,1329,Other
21,A,10050,1410,Other
21,A,807,1760,Other
21,A,5740,2274,Other
21,A,4880,2421,Other
21,A,6098,2509,Other
21,A,6306,2645,Other
21,A,6264,2871,Other
21,A,4577,2991,Other
21,A,3767,3294,Other
21,A,8694,3441,Other
21,A,1539,3501,Other
21,A,9128,3973,Other
21,A,2887,4041,Other
21,A,10962,4132,Other
21,A,6359,4224,Other
21,A,6401,4340,Other
21,A,807,4569,Other
21,A,5518,4764,Other
21,A,5261,4770,Other
21,A,350,4781,Other
21,A,10050,5306,Other
21,A,8132,5478,Other
21,A,8364,5593,Other
21,A,7921,5621,Other
21,A,7089,5690,Other
21,A,2758,5719,Other
21,A,7882,5786,Other
21,A,9612,5855,Other
21,A,2712,5885,Other
21,A,7089,5891,Other
21,A,4880,5989,Other
21,A,1143,6143,Other
21,A,5752,6172,Other
21,A,3534,6224,Other
21,A,111,6352,Other
21,A,9278,6538,Other
21,A,6425,6633,Other
21,A,2091,6678,Other
21,A,4776,6818,Other
21,A,8694,6895,Other
21,A,9251,7105,Other
21,A,2906,7359,Other
21,A,1313,7427,Other
21,A,7745,7449,Other
21,A,5154,7455,Other
21,A,5631,7525,Other
21,A,6359,7887,Other
21,A,5518,7969,Other
21,A,9516,8052,Other
21,A,10451,8058,Other
21,A,10171,8107,Other
21,A,9800,8298,Other
21,A,5570,8333,Other
21,A,9415,8357,Other
21,A,5337,8405,Other
21,A,1036,8507,Other
21,A,8387,8509,Other
21,A,6817,8803,Other
21,A,2758,9001,Other
21,A,7097,9182,Other
21,A,2887,9204,Other
21,A,9800,9742,Other
21,A,2091,9877,Other
21,A,5740,9884,Other
21,A,10302,9899,Other
21,A,10791,9987,Other
21,A,3896,10151,Other
21,A,10546,10153,Other
21,A,6848,10410,Other
21,A,9251,10525,Other
21,A,9141,10769,Other
21,A,5500,10955,Other
21,A,9774,10975,Other
21,A,3706,11026,Other
21,A,350,11167,Other
21,A,9125,11228,Other
21,A,7385,7024,Pembroke Library
21,A,7385,7142,Pembroke Library
21,A,7156,7407,Pembroke Library
21,A,7560,7649,Peterhouse Library
21,A,7900,8199,Queens' College bar
21,A,7941,9904,Queens' College bar
21,A,8110,7959,Queens' Library
21,A,8127,8097,Queens' Library
21,A,8492,8231,Robinson College bar
21,A,8438,8511,Robinson Library
21,A,1687,2320,Sainsbury's (Sidney Street)
21,A,8845,8675,Selwyn College bar
21,A,8975,8776,Selwyn Library
21,A,9526,9411,St Catharine's College bar
21,A,9427,9478,St Catharine's College bar
21,A,9526,9491,St Catharine's College bar
21,A,9701,9523,St Catharine's College bar
21,A,9654,9552,St Catharine's College bar
21,A,9660,9553,St Catharine's College bar
21,A,9701,9672,St Catharine's College bar
21,A,9457,9696,St Catharine's College bar
21,A,9968,10197,St John's Library
21,A,920,9473,The Anchor
21,A,9846,2888,The Baron of Beef
21,A,10438,5644,The Baron of Beef
21,A,5514,6438,The Baron of Beef
21,A,3418,8512,The Baron of Beef
21,A,2772,9858,The Baron of Beef
21,A,456,564,The Castle Inn
21,A,6343,2678,The Castle Inn
21,A,452,3042,The Castle Inn
21,A,6376,3179,The Castle Inn
21,A,2656,3292,The Castle Inn
21,A,478,5564,The Castle Inn
21,A,452,5929,The Castle Inn
21,A,478,8457,The Castle Inn
21,A,478,8679,The Castle Inn
21,A,10118,1507,The Champion of the Thames
21,A,8846,1612,The Champion of the Thames
21,A,1213,3770,The Champion of the Thames
21,A,11087,8824,The Champion of the Thames
21,A,8116,10130,The Champion of the Thames
21,A,8095,24,The Eagle
21,A,4553,4185,The Grain & Hop Store
21,A,9982,3835,The Maypole
21,A,4877,5006,The Maypole
21,A,9550,1195,The Mill
21,A,6658,7718,The Mill
21,A,6658,7846,The Mill
21,A,7934,9599,The Mill
21,A,5735,2571,The Mitre
21,A,9942,9956,The Mitre
21,A,9271,55,The Orator
21,A,9271,1618,The Orator
21,A,9271,3874,The Orator
21,A,9271,3877,The Orator
21,A,9271,9731,The Orator
21,A,10726,3062,The Pickerel Inn
21,A,10726,5863,The Pickerel Inn
21,A,8232,6353,The Pickerel Inn
21,A,8232,10557,The Pickerel Inn
21,A,2387,4903,The Pint Shop
21,A,4359,4223,The Tivoli
21,A,10686,10431,Trinity College bar
